index,programming_languages,tools_and_technologies,soft_skills,years_experience_min,experience_level
1549,"[""Bash"", ""Perl"", ""Ruby"", ""Python"", ""Go"", ""C"", ""C++""]","[""Linux (RedHat/CentOS)"", ""Nagios"", ""Zenoss"", ""Ganglia"", ""Splunk"", ""Puppet"", ""Ansible"", ""Chef"", ""Salt"", ""DNS"", ""DHCP"", ""LDAP"", ""NFS"", ""AutoFS"", ""Kerberos"", ""PAM"", ""PXE"", ""SNMP"", ""SSH"", ""VNC"", ""X11"", ""HTTP/S"", ""NTP"", ""Git"", ""CVS"", ""SVN"", ""Perforce"", ""NetApp"", ""EMC""]","[""Collaboration"", ""Teamwork""]",5.0,senior
1550,"[""Go"", ""Python""]","[""Networking"", ""Web services architectures"", ""Containers"", ""Orchestration technologies"", ""NoSQL databases"", ""RDMS databases"", ""Cloud environments"", ""Bare metal systems""]","[""Communication"", ""Collaboration"", ""Self-motivated"", ""Pro-active"", ""Solution-oriented"", ""Attention to detail"", ""Analytical skills""]",,not specified
1551,"[""Bash"", ""Perl"", ""Ruby"", ""Python"", ""Go"", ""C"", ""C++""]","[""Linux"", ""RedHat"", ""CentOS"", ""Puppet"", ""Ansible"", ""Chef"", ""Salt"", ""Nagios"", ""Zenoss"", ""Ganglia"", ""Splunk"", ""Git"", ""CVS"", ""SVN"", ""Perforce"", ""DNS"", ""DHCP"", ""LDAP"", ""NFS"", ""AutoFS"", ""Kerberos"", ""PAM"", ""PXE"", ""SNMP"", ""SSH"", ""VNC"", ""X11"", ""HTTP/S"", ""NTP"", ""NAS"", ""NetApp"", ""EMC"", ""Arista""]","[""Analytical skills"", ""Organization skills"", ""Problem-solving skills"", ""On-call rotation participation""]",3.0,mid
1552,"[""Java"", ""C++"", ""JavaScript"", ""HTML5"", ""CSS""]","[""AngularJS"", ""ReactJS"", ""NodeJS"", ""RESTful APIs"", ""Jenkins"", ""Spinnaker"", ""CircleCI"", ""Git"", ""Kubernetes"", ""Docker"", ""Cassandra"", ""Redis"", ""Solr"", ""Kafka"", ""Hadoop""]","[""Problem solving"", ""Communication"", ""Ability to work in a fast-paced environment""]",8.0,senior
1553,"[""Python"", ""Perl"", ""Tcl""]","[""Orcad"", ""Allegro"", ""Digital Multimeter"", ""Source Meter"", ""Spectrum Analyzer"", ""Signal Generator"", ""Oscilloscope"", ""Power Supply"", ""Logic Analyzer"", ""BERT"", ""Test Automation Platforms"", ""Data Analysis Platforms""]","[""Strong communication skills"", ""Leadership skills""]",5.0,senior
1554,"[""C"", ""C++"", ""Python""]","[""Metal"", ""CUDA"", ""OpenGL"", ""OpenCL"", ""2D and 3D computer vision"", ""machine learning"", ""deep learning"", ""version control"", ""continuous integration""]","[""communication"", ""teamwork"", ""problem solving"", ""debugging"", ""cross functional collaboration""]",,not specified
1555,"[""Java""]","[""web services"", ""multi-threaded programming""]","[""problem solving"", ""critical thinking"", ""communication""]",,not specified
1556,[],"[""Apple's development tools and frameworks""]","[""Mentorship"", ""User interface design"", ""Communication"", ""Persuasive interaction"", ""Attention to detail"", ""Listening"", ""Customer service"", ""Relationship building""]",,not specified
1557,"[""Java"", ""SQL""]","[""Hibernate"", ""JPA"", ""Cassandra"", ""Voldemort"", ""Memcached"", ""Apache Spark"", ""Hadoop"", ""JDBC""]","[""Object oriented design and analysis"", ""Verbal and written communication"", ""Team dynamics"", ""Self-direction"", ""Attention to detail"", ""Ability to collaborate with multiple teams""]",,not specified
1558,"[""Perl"", ""Bash"", ""PHP"", ""Python""]","[""Linux"", ""Unix"", ""Chef"", ""Jenkins"", ""Nagios"", ""Containers"", ""Kafka"", ""Apache"", ""Jetty"", ""Networks"", ""CDNs"", ""Load Balancers"", ""SVN"", ""Git""]","[""Networking"", ""Interpersonal skills"", ""Independent learner"", ""Organizational skills""]",,senior
1559,"[""C++"", ""VHDL"", ""Verilog""]","[""performance modeling"", ""CPU micro architecture"", ""GPU""]","[""Excellent communication skills"", ""self-motivated"", ""enjoy tackling new challenges""]",,not specified
1560,[],"[""SOCs"", ""Microcontrollers"", ""Microprocessors"", ""ARM"", ""FPGAs"", ""Processor peripheral interfaces (PCIe, USB, I2C, SPI)"", ""High-speed signaling protocols (MIPI, LVDS, SDI)"", ""Sensors/Transducers"", ""Power supply design"", ""Signal Integrity"", ""Power Integrity"", ""PCB layout and construction"", ""Oscilloscopes"", ""Logic analyzers"", ""Multi-meters""]","[""Team player"", ""Excellent communication"", ""Negotiation"", ""Presentation skills"", ""Quick learning"", ""Innovative solutions"", ""Good judgment"", ""Troubleshooting"", ""Analytical skills"", ""Methodical documentation habits""]",,not specified
1561,[],"[""IT infrastructure"", ""IT services"", ""Software Defined Networking"", ""Networking"", ""Voice and video technologies"", ""Collaboration technologies"", ""Development and automation concepts""]","[""Team management"", ""Mentoring"", ""Leadership"", ""Strategic vision"", ""Customer focus"", ""Problem-solving"", ""Consultative skills"", ""Effective communication""]",10.0,senior
1562,[],"[""Speech and natural language processing products""]","[""Leadership"", ""Creative thinking"", ""Critical thinking"", ""Communication"", ""Presentation skills"", ""Curiosity"", ""Mentoring"", ""Relationship building""]",3.0,senior
1563,"[""Bash"", ""Perl"", ""Ruby"", ""Python"", ""Go"", ""C"", ""C++""]","[""Linux"", ""RedHat"", ""CentOS"", ""Nagios"", ""Zenoss"", ""Ganglia"", ""Splunk"", ""Puppet"", ""Ansible"", ""Chef"", ""Salt"", ""DNS"", ""DHCP"", ""LDAP"", ""NFS"", ""AutoFS"", ""Kerberos"", ""PAM"", ""PXE"", ""SNMP"", ""SSH"", ""VNC"", ""X11"", ""HTTP/S"", ""NTP"", ""Git"", ""CVS"", ""SVN"", ""Perforce"", ""NetApp"", ""EMC""]","[""Collaboration"", ""Teamwork""]",5.0,senior
1564,[],"[""RF power handling"", ""Plasma design"", ""Thin films processing"", ""High power RF circuits"", ""Magnetics"", ""Electric field design"", ""Experimental modeling""]","[""Communication"", ""Organizational skills"", ""Leadership"", ""Flexibility"", ""Multi-tasking"", ""Proactive risk management"", ""Cross-functional collaboration""]",15.0,senior
1565,[],"[""Color metrology instruments"", ""Spectrophotometer"", ""Gloss meter"", ""Office productivity software""]","[""Color theory knowledge"", ""Color acuity"", ""Organization skills"", ""Attention to detail"", ""Deadline management""]",,not specified
1566,"[""Server-side languages""]","[""Web services""]","[""Leadership"", ""Interpersonal communication"", ""Team building"", ""Vision development""]",5.0,senior
1567,"[""Embedded C""]","[""ARM architecture"", ""x86 architecture"", ""JTAG"", ""GDB""]","[""Higher Order Thinking"", ""Communication Skills"", ""Debugging Skills"", ""Organization Skills"", ""Presentation Skills"", ""Motivation""]",,not specified
1568,"[""Java""]","[""DevOps"", ""Site Reliability Engineering"", ""Ansible"", ""Puppet"", ""Chef"", ""Salt"", ""SVN"", ""GIT"", ""GitHub"", ""Gitlab"", ""Apache HTTP Server"", ""Apache Traffic Server"", ""Nginx"", ""HAProxy"", ""CI/CD"", ""Gradle"", ""Maven"", ""Ant"", ""UNIX"", ""Linux"", ""SSH"", ""Oracle"", ""MySQL"", ""Splunk"", ""Docker"", ""Kubernetes"", ""Swarm"", ""Mesos""]","[""Debugging complex systems"", ""Automating tasks"", ""System administration"", ""Understanding scalable application design"", ""Understanding distributed systems""]",4.0,mid
1569,"[""Java"", "".Net"", ""PHP"", ""Ruby"", ""Swift"", ""Objective-C""]","[""Agile Methodologies"", ""Scrum"", ""Kanban"", ""Git"", ""SVN"", ""Symfony"", ""Laravel"", ""Spark"", ""Grails"", ""EmberJS"", ""Angular"", ""MonoRail""]","[""Team management"", ""Evangelizing best practices"", ""Communication skills"", ""Multi-tasking"", ""Independent work"", ""Team motivation"", ""Problem-solving""]",5.0,senior
1570,[],"[""Troubleshooting"", ""Software and Hardware Configuration"", ""Call Centre Systems""]","[""Customer Service"", ""Communication"", ""Fluent in English""]",,not specified
1571,"[""C"", ""C++""]","[""Computer Vision"", ""3D Graphics"", ""Machine Learning"", ""Embedded Platforms""]","[""Great teammate"", ""Self-motivated"", ""Excellent problem solving skills"", ""Excellent communication skills"", ""Can work under stress and uncertainty"", ""Fast learner""]",,not specified
1572,"[""Python"", ""JavaScript"", ""Shell scripting""]","[""Version control systems"", ""XCTest""]","[""Highly-motivated"", ""Creative"", ""Organized"", ""Strong problem solver"", ""Passionate"", ""Inquisitive""]",2.0,mid
1573,[],"[""Arch"", ""Design"", ""Verification"", ""Modeling"", ""Silicon Validation"", ""GPU Design""]","[""Time and task management"", ""Attention to detail"", ""Written and oral communication"", ""Initiative"", ""Presentation skills""]",10.0,senior
1574,[],"[""3D applications"", ""Sketching tools""]","[""Interaction design"", ""User experience"", ""Visual communication"", ""Written communication"", ""Verbal communication"", ""Collaboration"", ""Independence"", ""Multitasking""]",5.0,senior
1575,"[""Golang"", ""Python"", ""Unix Shells"", ""Java"", ""C"", ""C++""]","[""Hadoop"", ""Cloudera"", ""Pig"", ""Splunk"", ""Puppet"", ""Chef"", ""Ansible"", ""SQL"", ""DB2"", ""HBase""]","[""Excellent communication skills"", ""Ability to work closely with operations and development teams"", ""Ability to work on small, focused teams"", ""Drive to take initiative and own issues""]",,not specified
1576,"[""Objective-C"", ""Swift""]","[""Object-oriented design"", ""Multi-threading"", ""Inter-process communication""]","[""Critical thinking"", ""Code collaboration"", ""Problem-solving"", ""UI collaboration""]",,not specified
1577,"[""Java""]","[""Spark"", ""Hadoop"", ""HDFS"", ""Relational Databases"", ""ETL Pipelines"", ""Spark SQL"", ""Hive"", ""Splunk"", ""Git"", ""GitHub"", ""Mesos"", ""Aurora"", ""Ansible"", ""Docker"", ""Cloud Environments"", ""Gradle"", ""Jenkins""]",[],,not specified
1578,"[""Objective-C"", ""Swift"", ""C++""]",[],"[""Creativity"", ""Communication"", ""Analytical skills""]",,not specified
1579,[],"[""Electronic Test Equipment"", ""Lithium Battery Technology""]","[""Planning"", ""Prioritizing"", ""Communication"", ""Technical Explanation"", ""Written and Verbal Skills"", ""Critical Thinking"", ""Decision-Making"", ""Time Management"", ""Entrepreneurial Spirit""]",2.0,mid
1580,"[""Python"", ""Perl"", ""Shell"", ""JavaScript"", ""Ruby"", ""C"", ""C++"", ""Objective-C""]","[""Software testing"", ""Cellular technologies"", ""Wireless technologies"", ""Test automation"", ""SQA methodologies""]","[""Independent work"", ""Dedication"", ""Communication"", ""Interpersonal skills"", ""Troubleshooting"", ""Attention to detail""]",2.0,mid
1581,[],"[""silicon product cycle"", ""hardware and software integration""]","[""crisis management"", ""metrics-driven project development"", ""communication"", ""teamwork""]",4.0,mid
1582,"[""C"", ""C++""]","[""Computer Vision"", ""3D Graphics"", ""Machine Learning"", ""Embedded Platforms""]","[""Teamwork"", ""Self-motivated"", ""Problem solving"", ""Communication"", ""Work under stress"", ""Fast learning""]",,not specified
1583,"[""JavaScript"", ""HTML5"", ""CSS""]","[""Angular"", ""React"", ""Ember"", ""Node.js"", ""Git"", ""Unix"", ""Shell scripting""]","[""Design/UX principles"", ""Communication skills in English""]",,not specified
1584,"[""C"", ""C++"", ""Python""]","[""embedded systems"", ""functional testing"", ""integration testing"", ""debugging"", ""Hardware/Software Development Life Cycle"", ""wireless systems"", ""RF lab equipment""]","[""problem-solving"", ""investigation"", ""triage ability""]",,not specified
1585,"[""Shell"", ""Perl"", ""Python""]","[""Unix"", ""Linux"", ""VNC"", ""X11"", ""Bash"", ""tcsh"", ""Mac OSX""]","[""Customer service""]",3.0,mid
1586,"[""Shell"", ""Perl"", ""Python""]","[""Unix System Administration"", ""Linux"", ""VNC"", ""X11"", ""Shell (bash, tcsh)"", ""Mac OSX""]","[""Customer Service""]",3.0,mid
1587,"[""Python"", ""Bash"", ""Ruby"", ""Java""]","[""Docker"", ""Ansible"", ""Artifactory"", ""Maven"", ""Git"", ""Jenkins"", ""Linux"", ""AWS"", ""EKS"", ""ECS"", ""GCE"", ""GKE"", ""Azure"", ""ACS"", ""AKS"", ""SVN"", ""Kubernetes"", ""Splunk"", ""Grafana"", ""NoSQL"", ""Zookeeper"", ""Nginx"", ""Mesos""]","[""Strong attention to detail"", ""Analytical capabilities"", ""Oral and written communication"", ""Self starter"", ""Visionary"", ""Leadership"", ""Collaboration""]",5.0,senior
1588,[],"[""Excel"", ""Numbers""]","[""hypothesis-driven problem solving"", ""quantitative analysis"", ""qualitative research"", ""curiosity about consumer technology"", ""strong quantitative analytics"", ""strong presentation skills"", ""relationship management"", ""independent work"", ""team collaboration""]",,not specified
1589,"[""Java"", ""JavaScript"", ""Swift"", ""Objective-C""]","[""Cloud services"", ""SQL"", ""NoSQL""]","[""Analytical and problem solving skills"", ""Written skills"", ""Interpersonal skills"", ""Independent learning"", ""Leadership"", ""Creative mindset"", ""Collaboration""]",,not specified
1590,"[""C"", ""Perl"", ""Python"", ""Matlab""]","[""Xilinx Vivado Tool chain"", ""FPGAs"", ""7 series Xilinx FPGAs"", ""Xilinx IP"", ""Microblaze"", ""ARM"", ""HDL/RTL"", ""Static Timing Analysis"", ""Oscilloscope"", ""Protocol Analyzers""]","[""Analytical aptitude"", ""Attention to detail"", ""Self-motivation"", ""Minimal supervision"", ""Teamwork"", ""Multitasking""]",10.0,senior
1591,"[""C"", ""Java"", ""Ruby"", ""Python"", ""Perl""]","[""HTTP"", ""DNS"", ""TCP/IP"", ""ICMP"", ""OSI Model"", ""Puppet"", ""Chef"", ""Ansible"", ""Salt"", ""Linux Operating System"", ""Cloud Architecture""]","[""Ownership"", ""Customer service"", ""Integrity"", ""Clear communication"", ""Positive action"", ""Data-driven programming"", ""Automation skills""]",,senior
1592,[],"[""SAP""]","[""Prioritization"", ""Time management"", ""Customer centric attitude"", ""Professionalism"", ""Integrity"", ""Dependability"", ""Problem solving"", ""Communication""]",,not specified
1593,"[""Verilog"", ""SystemVerilog"", ""VHDL"", ""PERL"", ""TCL"", ""Python"", ""C"", ""C++""]","[""Synopsys VCS"", ""NC-Verilog"", ""Modelsim"", ""Verdi"", ""SimView""]","[""Strong communication skills"", ""Customer support experience""]",10.0,senior
1594,[],[],"[""rapport building"", ""credibility"", ""results-oriented"", ""deadline management"", ""multitasking"", ""independent problem solving"", ""focus on priorities""]",,not specified
1595,"[""C"", ""C++"", ""Objective-C"", ""Swift""]","[""machine learning"", ""predictive models"", ""deep learning"", ""neural networks""]","[""design"", ""implementation""]",5.0,senior
1596,[],"[""Maya"", ""Houdini"", ""Photoshop"", ""After Effects""]","[""Creative"", ""Detail oriented"", ""Problem-solving""]",,not specified
1597,[],"[""ASIC"", ""SOC architectures"", ""HW video encoders/decoders"", ""CPU"", ""GPU"", ""DisplayPort"", ""Embedded DisplayPort (eDP)"", ""HDMI1.4b"", ""HDMI2.0b"", ""S/PDIF"", ""ARC"", ""USB-C"", ""I2S"", ""DDR3/4"", ""LPDDR3/4/4x"", ""PCIe gen1/2/3"", ""USB2/3"", ""parallel-NAND"", ""eMMC"", ""I2C/SPI/UART buses"", ""CAD tools"", ""Concept & Allegro"", ""HDCP"", ""signal integrity"", ""RF design"", ""video pipelines"", ""display pipelines"", ""multi-image blending strategies"", ""hardware and software architectures""]","[""Strong communication skills"", ""Collaborative"", ""Cross-functional teamwork"", ""Teaching ability""]",5.0,senior
1598,"[""C"", ""C++"", ""Objective-C"", ""Swift""]",[],[],5.0,senior
1599,[],"[""3D CAD (NX preferred)"", ""SPC"", ""metrology""]","[""motivation"", ""curiosity"", ""passion"", ""creativity"", ""communication skills"", ""mechanical intuition"", ""problem solving"", ""spatial reasoning"", ""attention to detail""]",,not specified
1600,"[""C/C++"", ""Objective-C"", ""Swift""]",[],[],2.0,not specified
1601,"[""Python"", ""C"", ""C++""]","[""Raspberry Pi"", ""Arduino"", ""Mentorgraphics"", ""Altium"", ""Cadence"", ""Eagle""]","[""Critical analysis"", ""Statistical analysis"", ""Logic/reasoning"", ""Written communication"", ""Verbal communication"", ""Teamwork"", ""Leadership""]",,not specified
1602,[],[],"[""Conflict resolution"", ""Creative thinking"", ""Critical thinking"", ""Communication skills"", ""Presentation skills"", ""Attention to detail"", ""Self-motivation"", ""Proactiveness""]",10.0,senior
1603,"[""Python"", ""Bash"", ""Perl"", ""Lua"", ""Tcl""]","[""SOC architecture"", ""JMP"", ""CLI debug""]","[""Written and verbal communication"", ""Information summarization"", ""Organizational skills""]",,not specified
1604,"[""VHDL"", ""Verilog""]","[""SOC"", ""VLSI"", ""DRAM"", ""ASIC"", ""ARM architecture""]","[""Leadership"", ""Project Management"", ""Vendor Management"", ""Multi-tasking"", ""Crisis Management"", ""Communication""]",15.0,senior
1605,[],[],"[""Analytical Thinking"", ""Business Sense"", ""Cross-functional Team Leadership"", ""Influence and Partnership"", ""Customer Satisfaction"", ""Continuous Improvement"", ""Presentation Skills""]",3.0,not specified
1606,[],"[""Excel"", ""Numbers"", ""Statistical Software""]","[""Quantitative Analytics"", ""Curiosity"", ""Passion for Product Improvement"", ""Presentation Skills"", ""Relationship Management"", ""Independent Work"", ""Teamwork""]",,not specified
1607,"[""Java"", ""SQL"", ""PL/SQL"", ""Shell scripting"", ""Scala""]","[""REST APIs"", ""UNIX"", ""Linux"", ""RDBMS"", ""Maven"", ""Git"", ""NoSQL"", ""Cassandra"", ""Hadoop"", ""Kafka"", ""Spark"", ""Jenkins"", ""In-memory caches""]","[""Analytical skills"", ""Debugging skills"", ""Ability to learn new technologies""]",,not specified
1608,"[""Python""]","[""802.11 protocols"", ""SQA methodologies"", ""automation frameworks"", ""manual and automated testing"", ""Wi-Fi Certification""]","[""Bilingual (Mandarin Chinese/English)""]",2.0,junior
1609,[],"[""Windows"", ""iOS"", ""macOS"", ""Photo Formats"", ""Cloud Systems""]","[""Teamwork"", ""Project Leadership"", ""Verbal Communication"", ""Written Communication"", ""Adaptability"", ""Cross-functional Collaboration""]",,not specified
1610,"[""BASH""]","[""Linux"", ""Docker"", ""Ansible"", ""Artifactory"", ""Maven"", ""Git"", ""Jenkins"", ""HTTP"", ""DNS"", ""TCP/IP"", ""Networking"", ""Load Balancing"", ""Splunk""]","[""Troubleshooting"", ""Teamwork"", ""Written Communication"", ""Verbal Communication""]",5.0,senior
1611,[],"[""NX"", ""3D CAD"", ""2D Drafting"", ""GD&T""]","[""Motivation"", ""Curiosity"", ""Passion"", ""Creativity"", ""Problem Solving"", ""Attention to Detail"", ""Communication"", ""Spatial Reasoning""]",3.0,mid
1612,[],"[""3D CAD"", ""NX"", ""2D Drafting"", ""GD&T"", ""Statistical Process Controls (SPC)"", ""Metrology""]","[""Motivation"", ""Curiosity"", ""Passion"", ""Creativity"", ""Problem Solving"", ""Spatial Reasoning"", ""Attention to Detail"", ""Excellent Communication"", ""Teamwork""]",3.0,mid
1613,[],"[""3D CAD"", ""NX"", ""2D drafting"", ""GD&T"", ""Statistical Process Controls (SPC)""]","[""motivation"", ""curiosity"", ""creativity"", ""problem solving"", ""attention to detail"", ""communication skills""]",3.0,mid
1614,"[""C++"", ""Python"", ""CUDA""]","[""machine learning algorithms"", ""large scale distributed training"", ""data processing"", ""deep learning toolkits"", ""language and speech technologies""]","[""clear and effective communication"", ""collaborative mindset"", ""curiosity about new technologies"", ""quick learner""]",,not specified
1615,[],"[""electronic test equipment"", ""lithium battery technology"", ""data acquisition""]","[""planning"", ""prioritization"", ""communication"", ""critical thinking"", ""decision-making"", ""time management"", ""entrepreneurial spirit""]",2.0,mid
1616,[],"[""Apple Keynote"", ""Apple Numbers"", ""Excel"", ""Learning Management Systems (LMS)"", ""SABA LMS""]","[""Judgment"", ""Anticipation of change"", ""Problem solving"", ""Communication"", ""Self-motivation"", ""Proactivity"", ""Creativity"", ""Analytical skills"", ""Critical thinking"", ""Leadership"", ""Team interaction""]",,mid
1617,[],"[""Sketch"", ""Photoshop"", ""Keynote"", ""Illustrator"", ""Prototyping tools""]","[""Collaboration"", ""Communication"", ""Decision-making"", ""Resilience"", ""Adaptability"", ""Accountability"", ""High standards""]",5.0,senior
1618,[],"[""GPU RTL"", ""Hardware Graphics Pipeline"", ""Software Graphics Pipeline"", ""Performance Analysis"", ""Power Analysis"", ""Logic Design"", ""Low Power Microarchitecture""]",[],5.0,senior
1619,"[""Python"", ""JavaScript""]","[""Objective-C"", ""Swift"", ""SQL"", ""CSS"", ""HTML"", ""JSON""]","[""analytical skills"", ""problem solving"", ""creative thinking"", ""communication"", ""technical quality assurance"", ""cross-functional collaboration"", ""results-oriented"", ""persistence"", ""meticulousness""]",,not specified
1620,"[""Scripting languages""]","[""DFT techniques"", ""CMOS process technology"", ""Circuits and layout"", ""Low cost test solutions""]","[""Strong presentation and communication skills""]",5.0,senior
1621,"[""Java""]","[""Mesos"", ""Hadoop"", ""Cassandra"", ""Solr"", ""Kafka""]","[""Excellent oral and written English communication skills""]",5.0,senior
1622,"[""Java"", ""Python"", ""C++""]","[""large-scale distributed systems"", ""multi-threaded software"", ""web services"", ""APIs"", ""network protocols""]","[""problem solving"", ""critical thinking"", ""communication""]",,not specified
1623,"[""Scala"", ""Java"", ""SQL"", ""MySQL"", ""NoSQL"", ""Cassandra"", ""FoundationDB"", ""Postgres""]","[""Linux"", ""Bash"", ""Subversion"", ""Git"", ""Docker"", ""Jenkins"", ""Splunk"", ""Atlassian Jira"", ""Akka HTTP"", ""Apache Spark"", ""GraphQL"", ""CI/CD"", ""REST APIs""]","[""Problem-solving"", ""Collaboration"", ""Initiative"", ""Working under pressure"", ""Quality focus""]",4.0,senior
1624,[],"[""SoC/VLSI Chip Design"", ""ASIC Chip Design"", ""Technology Process Development"", ""ASIC & VLSI Design Flows""]","[""Leadership"", ""Social Skills"", ""Multi-tasking"", ""Crisis Management""]",5.0,senior
1625,[],"[""computing tools (email, web, file storage, spreadsheets)"", ""basic electronics (multimeter, hand-tools)"", ""audio/acoustic testing"", ""corporate calendar systems""]","[""strong verbal and written communication skills"", ""strong interpersonal skills"", ""organizational skills"", ""customer service/support"", ""troubleshooting and problem-solving skills""]",,not specified
1626,[],"[""Excel"", ""Numbers"", ""Keynote""]","[""Networking"", ""Project management"", ""Organizational skills"", ""Leadership"", ""Communication"", ""Creativity"", ""Collaboration"", ""Resourcefulness""]",,senior
1627,"[""Python""]","[""Matlab"", ""Zemax"", ""LightTools""]","[""Excellent written and verbal communication"", ""Collaboration"", ""Leadership""]",,not specified
1628,"[""Python""]","[""Electronic measurement equipment"", ""Data analysis platforms"", ""Databases"", ""Matlab"", ""DSP"", ""Soldering/instrumenting systems""]","[""Initiative"", ""Ownership"", ""Productivity"", ""Deadline management"", ""Strong written and verbal interpersonal skills"", ""Attention to quality and detail""]",3.0,mid
1629,"[""Python"", ""C/C++""]","[""Caffe"", ""TensorFlow"", ""Torch"", ""Theano"", ""Keras""]","[""Self motivated"", ""Excellent problem solving skills"", ""Excellent verbal and written communication""]",3.0,mid
1630,"[""Matlab"", ""Python""]","[""digital image processing"", ""data analysis"", ""camera optics"", ""image sensor technology"", ""ISP algorithms""]","[""Excellent written and verbal communication skills"", ""Presentation experience with cross functional teams"", ""Ability to pick up new technologies quickly"", ""Self motivation to expand technical knowledge""]",3.0,mid
1631,"[""JavaScript"", ""TypeScript"", ""HTML"", ""CSS"", ""C++""]","[""Angular"", ""React"", ""Node.js""]","[""Analytical skills"", ""Problem solving"", ""Troubleshooting"", ""Communication skills""]",7.0,senior
1632,"[""Java"", ""Python"", ""Node.js"", ""C/C++"", ""Spark""]","[""NoSql DB\u2019s"", ""Zookeeper"", ""Maven"", ""distributed services"", ""cloud platforms"", ""CV/ML algorithms""]","[""communication"", ""collaboration"", ""influencing""]",7.0,senior
1633,[],"[""Analog-Mixed Signal IP/IC development"", ""IC design process"", ""ASIC design lifecycle""]","[""Strong team player"", ""Creative thinker"", ""Excellent communication skills"", ""Multi-tasking"", ""Crisis management"", ""Analytical"", ""Organizational skills"", ""Problem-solving""]",5.0,senior
1634,"[""Python"", ""C/C++""]","[""Caffe"", ""TensorFlow"", ""Torch"", ""Theano"", ""Keras""]","[""Self-motivated"", ""Problem solving"", ""Verbal communication"", ""Written communication""]",3.0,senior
1635,"[""Python"", ""Objective-C"", ""Swift""]","[""Pandas"", ""Jupyter"", ""AWS"", ""REDCap"", ""XNAT"", ""Postgres"", ""Cassandra"", ""MongoDB"", ""Linux"", ""MacOS"", ""Git"", ""virtualenv""]","[""Information security practices"", ""Privacy principles""]",,not specified
1636,"[""Verilog"", ""SystemVerilog"", ""VHDL"", ""PERL"", ""TCL"", ""Python"", ""C"", ""C++""]","[""Synopsys VCS"", ""NC-Verilog"", ""Modelsim"", ""Verdi"", ""SimView""]","[""Strong communication skills"", ""Customer support experience""]",10.0,senior
1637,"[""C/C++"", ""Python"", ""Shell scripting (sh/zsh)""]","[""ARM architectures"", ""Hardware bring-up and debug"", ""I2C, RS232, SPI"", ""System level runtimes"", ""Device driver development"", ""Operating system concepts"", ""Signal processing"", ""ADCs and DACs"", ""Lab equipment use"", ""Mathematica"", ""MATLAB"", ""Verilog"", ""VHDL"", ""Digital Logic Design""]","[""Self-directed investigations"", ""Debug skills"", ""Math skills"", ""Analytical skills"", ""Written communication"", ""Verbal communication"", ""Presentation skills""]",,not specified
1638,"[""JavaScript""]","[""REST APIs"", ""JSON/JSONP"", ""MySQL"", ""PostgreSQL"", ""Data Visualization""]","[""Self-motivated"", ""Pro-active"", ""Creative thinking"", ""Critical thinking"", ""Communication skills"", ""Self starter""]",5.0,mid
1639,"[""C"", ""C++""]","[""Computer Vision"", ""3D Graphics Modeling"", ""Large Scale Machine Learning"", ""Pattern Recognition"", ""Embedded Platforms""]","[""Team player"", ""Passion for technology"", ""Self-motivated"", ""Excellent problem solving skills"", ""Excellent communication skills"", ""Can work under stress and uncertainty"", ""Fast learner""]",,not specified
1640,[],"[""ERP software"", ""SAP"", ""database applications"", ""Access"", ""statistical modeling""]","[""analytical focus"", ""business modeling"", ""forecasting"", ""English proficiency"", ""communication skills"", ""big picture thinking"", ""attention to detail"", ""collaboration"", ""teamwork""]",,not specified
1641,"[""C"", ""C++"", ""Python""]","[""IDA"", ""Verilog"", ""ARM CPUs"", ""Real-Time Operating Systems"", ""Cryptographic Primitives and Protocols""]","[""Reverse engineering"", ""Security vulnerability assessment"", ""HW design review""]",,senior
1642,"[""Java""]","[""Spring"", ""Guice"", ""Maven"", ""Git""]","[""judgment"", ""integrity"", ""decision-making"", ""passion for technology"", ""lifelong learning""]",3.0,mid
1643,[],"[""ASIC"", ""SoC architectures"", ""HW video encoders/decoders"", ""Video pipelines"", ""Signal integrity and simulation"", ""DisplayPort"", ""HDMI"", ""S/PDIF"", ""USB-C"", ""PCIe"", ""DDR3/4"", ""LPDDR3/4/4x"", ""eMMC"", ""I2C/SPI/UART"", ""Concept & Allegro CAD tools"", ""Oscilloscopes"", ""Logic and protocol analyzers"", ""HDCP"", ""RF design for BT, BTLE, WLAN"", ""DC/DC power design""]","[""Architectural knowledge"", ""Strong EE fundamentals"", ""Teaching junior engineers"", ""Verbal and written communication"", ""Cross-functional collaboration""]",10.0,senior
1644,"[""Java""]","[""Spring"", ""Guice"", ""Maven"", ""Git""]","[""integrity"", ""timely decision making"", ""passion for technology"", ""lifelong learning""]",3.0,mid
1645,[],"[""RF Testing Methods"", ""GR&R"", ""Cpk"", ""Statistical Tools"", ""Conducted and OTA Test Equipment"", ""Production Control Processes""]","[""Project Management"", ""People Management"", ""Interpersonal Skills"", ""Oral/Written Communication"", ""Independent Work"", ""Adaptability""]",5.0,senior
1646,"[""Verilog/System Verilog"", ""C/C++"", ""Assembly"", ""Perl"", ""Python""]","[""Digital simulation"", ""UVM""]","[""Ability to work independently"", ""Excellent interpersonal skills"", ""Desire to take on diverse challenges""]",,not specified
